Gmt time,Open,High,Low,Close,Volume
02.01.2021 23:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 00:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 01:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 02:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 03:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 04:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 05:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 06:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 07:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 08:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 09:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 10:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 11:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 12:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 13:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 14:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 15:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 16:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 17:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 18:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 19:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 20:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 21:00:00.000,1.22174,1.22174,1.22174,1.22174,0
03.01.2021 22:00:00.000,1.22411,1.22432,1.22334,1.22354,1624.3181
03.01.2021 23:00:00.000,1.22352,1.22530,1.22318,1.22503,5615.25
04.01.2021 00:00:00.000,1.22503,1.22503,1.22390,1.22409,6955.75
04.01.2021 01:00:00.000,1.22410,1.22561,1.22401,1.22529,8556.6201
04.01.2021 02:00:00.000,1.22529,1.22589,1.22497,1.22542,7227.8999
04.01.2021 03:00:00.000,1.22542,1.22580,1.22488,1.22553,6444.8999
04.01.2021 04:00:00.000,1.22553,1.22553,1.22439,1.22492,4289.3999
04.01.2021 05:00:00.000,1.22492,1.22595,1.22417,1.22556,6511.02
04.01.2021 06:00:00.000,1.22557,1.22581,1.22424,1.22566,9430.0303
04.01.2021 07:00:00.000,1.22565,1.22693,1.22544,1.22642,11968.6797
04.01.2021 08:00:00.000,1.22639,1.22864,1.22622,1.22816,14166.2002
04.01.2021 09:00:00.000,1.22816,1.23008,1.22793,1.22935,13486.7305
04.01.2021 10:00:00.000,1.22937,1.23000,1.22898,1.22925,9582.5898
04.01.2021 11:00:00.000,1.22926,1.22998,1.22915,1.22935,8993.0996
04.01.2021 12:00:00.000,1.22934,1.23063,1.22871,1.23035,11444.3301
04.01.2021 13:00:00.000,1.23036,1.23053,1.22865,1.22988,13790.5195
04.01.2021 14:00:00.000,1.22990,1.23098,1.22838,1.22894,20059.3301
04.01.2021 15:00:00.000,1.22895,1.22910,1.22606,1.22720,21121.25
04.01.2021 16:00:00.000,1.22719,1.22777,1.22525,1.22537,18140.2891
04.01.2021 17:00:00.000,1.22539,1.22614,1.22501,1.22533,11735.2402
04.01.2021 18:00:00.000,1.22531,1.22569,1.22429,1.22512,7585.0801
04.01.2021 19:00:00.000,1.22509,1.22526,1.22441,1.22523,5582.1401
04.01.2021 20:00:00.000,1.22522,1.22524,1.22416,1.22495,6039.0752
04.01.2021 21:00:00.000,1.22495,1.22532,1.22419,1.22494,3519.665
04.01.2021 22:00:00.000,1.22497,1.22533,1.22456,1.22512,463.8678
04.01.2021 23:00:00.000,1.22509,1.22539,1.22474,1.22530,2479.0601
05.01.2021 00:00:00.000,1.22531,1.22572,1.22474,1.22559,4686.2798
05.01.2021 01:00:00.000,1.22560,1.22633,1.22553,1.22573,6116.29
05.01.2021 02:00:00.000,1.22574,1.22733,1.22573,1.22706,5227.0898
05.01.2021 03:00:00.000,1.22706,1.22771,1.22679,1.22732,5998.1899
05.01.2021 04:00:00.000,1.22732,1.22732,1.22663,1.22693,3927.77
05.01.2021 05:00:00.000,1.22692,1.22737,1.22674,1.22725,4798.6001
05.01.2021 06:00:00.000,1.22726,1.22747,1.22669,1.22700,5826.4502
05.01.2021 07:00:00.000,1.22699,1.22712,1.22553,1.22585,9441.5098
05.01.2021 08:00:00.000,1.22586,1.22790,1.22584,1.22745,14336.21
05.01.2021 09:00:00.000,1.22745,1.22841,1.22688,1.22724,9140.2002
05.01.2021 10:00:00.000,1.22725,1.22845,1.22717,1.22775,6932.23
05.01.2021 11:00:00.000,1.22775,1.22908,1.22770,1.22833,7991.1699
05.01.2021 12:00:00.000,1.22831,1.22849,1.22661,1.22727,10176.6904
05.01.2021 13:00:00.000,1.22725,1.22762,1.22606,1.22626,9801.1201
05.01.2021 14:00:00.000,1.22627,1.22788,1.22594,1.22647,15125.5098
05.01.2021 15:00:00.000,1.22649,1.22829,1.22540,1.22756,19780.2891
05.01.2021 16:00:00.000,1.22757,1.22969,1.22733,1.22948,12719
05.01.2021 17:00:00.000,1.22950,1.23054,1.22929,1.22997,10101.75
05.01.2021 18:00:00.000,1.22995,1.23050,1.22927,1.22937,6973.3101
05.01.2021 19:00:00.000,1.22939,1.23041,1.22899,1.23036,5167.0898
05.01.2021 20:00:00.000,1.23035,1.23060,1.22930,1.22939,4620.3301
05.01.2021 21:00:00.000,1.22939,1.23007,1.22898,1.23001,1832.9301
05.01.2021 22:00:00.000,1.23018,1.23031,1.22934,1.22974,1044.915
05.01.2021 23:00:00.000,1.22968,1.23019,1.22950,1.22990,2402.05
06.01.2021 00:00:00.000,1.22990,1.23263,1.22923,1.23093,10752.4004
06.01.2021 01:00:00.000,1.23093,1.23156,1.22814,1.22895,16720.4609
06.01.2021 02:00:00.000,1.22895,1.22939,1.22771,1.22792,9326.5
06.01.2021 03:00:00.000,1.22790,1.22955,1.22758,1.22861,7698.5898
06.01.2021 04:00:00.000,1.22861,1.23066,1.22839,1.22919,9057.8096
06.01.2021 05:00:00.000,1.22920,1.23060,1.22919,1.22967,5983.6802
06.01.2021 06:00:00.000,1.22969,1.23220,1.22968,1.23167,7240.8101
06.01.2021 07:00:00.000,1.23166,1.23455,1.23128,1.23398,15822.5596
06.01.2021 08:00:00.000,1.23400,1.23406,1.23223,1.23249,14838.5703
06.01.2021 09:00:00.000,1.23247,1.23392,1.23209,1.23386,14101.8203
06.01.2021 10:00:00.000,1.23384,1.23446,1.23333,1.23383,11167.3096
06.01.2021 11:00:00.000,1.23385,1.23493,1.23337,1.23377,11623.0801
06.01.2021 12:00:00.000,1.23376,1.23495,1.23300,1.23403,13253.71
06.01.2021 13:00:00.000,1.23400,1.23451,1.23169,1.23198,14862.6104
06.01.2021 14:00:00.000,1.23197,1.23209,1.22926,1.23098,25242.8906
06.01.2021 15:00:00.000,1.23095,1.23179,1.22755,1.22824,16780.2109
06.01.2021 16:00:00.000,1.22823,1.22927,1.22658,1.22899,15415.2598
06.01.2021 17:00:00.000,1.22899,1.23044,1.22854,1.22990,8994.3799
06.01.2021 18:00:00.000,1.22989,1.23178,1.22965,1.23110,7072.6699
06.01.2021 19:00:00.000,1.23111,1.23162,1.22980,1.23072,15200.4697
06.01.2021 20:00:00.000,1.23069,1.23400,1.23069,1.23240,16933.0156
06.01.2021 21:00:00.000,1.23242,1.23316,1.23219,1.23292,3597.7251
06.01.2021 22:00:00.000,1.23292,1.23314,1.23242,1.23281,872.2475
06.01.2021 23:00:00.000,1.23282,1.23402,1.23271,1.23385,2711.8201
07.01.2021 00:00:00.000,1.23387,1.23447,1.23302,1.23328,5969.52
07.01.2021 01:00:00.000,1.23329,1.23375,1.23285,1.23307,7065.02
07.01.2021 02:00:00.000,1.23308,1.23326,1.23189,1.23249,7450.0698
07.01.2021 03:00:00.000,1.23250,1.23289,1.23239,1.23278,4288.8999
07.01.2021 04:00:00.000,1.23279,1.23316,1.23242,1.23250,2885.8601
07.01.2021 05:00:00.000,1.23251,1.23257,1.23111,1.23129,4550.02
07.01.2021 06:00:00.000,1.23129,1.23251,1.23076,1.23209,6293.4902
07.01.2021 07:00:00.000,1.23207,1.23259,1.23082,1.23113,9858.9004
07.01.2021 08:00:00.000,1.23113,1.23173,1.22930,1.22947,17614.9297
07.01.2021 09:00:00.000,1.22946,1.22959,1.22642,1.22690,14232.2695
07.01.2021 10:00:00.000,1.22688,1.22744,1.22453,1.22498,12945.4902
07.01.2021 11:00:00.000,1.22498,1.22665,1.22481,1.22570,8810.0703
07.01.2021 12:00:00.000,1.22570,1.22735,1.22510,1.22676,8964.46
07.01.2021 13:00:00.000,1.22678,1.22787,1.22619,1.22689,11668.5303
07.01.2021 14:00:00.000,1.22688,1.22828,1.22535,1.22595,19532.1895
07.01.2021 15:00:00.000,1.22594,1.22680,1.22466,1.22594,19350.0703
07.01.2021 16:00:00.000,1.22595,1.22775,1.22592,1.22642,11348.7402
07.01.2021 17:00:00.000,1.22639,1.22716,1.22549,1.22658,7049.9902
07.01.2021 18:00:00.000,1.22660,1.22793,1.22632,1.22744,5401.5298
07.01.2021 19:00:00.000,1.22744,1.22758,1.22642,1.22679,4247.79
07.01.2021 20:00:00.000,1.22679,1.22722,1.22633,1.22658,3872.5801
07.01.2021 21:00:00.000,1.22657,1.22772,1.22631,1.22724,3205.925
07.01.2021 22:00:00.000,1.22724,1.22749,1.22629,1.22671,1826.9637
07.01.2021 23:00:00.000,1.22662,1.22724,1.22662,1.22693,2648.24
08.01.2021 00:00:00.000,1.22694,1.22727,1.22568,1.22580,5111.0498
08.01.2021 01:00:00.000,1.22580,1.22602,1.22351,1.22483,9851.6904
08.01.2021 02:00:00.000,1.22483,1.22608,1.22458,1.22602,7426.5498
08.01.2021 03:00:00.000,1.22603,1.22650,1.22592,1.22622,4851.73
08.01.2021 04:00:00.000,1.22621,1.22636,1.22564,1.22634,3221.22
08.01.2021 05:00:00.000,1.22635,1.22685,1.22571,1.22579,4278.2998
08.01.2021 06:00:00.000,1.22579,1.22684,1.22578,1.22638,3988.51
08.01.2021 07:00:00.000,1.22637,1.22692,1.22326,1.22393,8347.8604
08.01.2021 08:00:00.000,1.22392,1.22392,1.22134,1.22239,15261.0898
08.01.2021 09:00:00.000,1.22240,1.22410,1.22178,1.22402,11001.3398
08.01.2021 10:00:00.000,1.22406,1.22449,1.22362,1.22395,7537.3599
08.01.2021 11:00:00.000,1.22395,1.22540,1.22326,1.22507,7162.48
08.01.2021 12:00:00.000,1.22508,1.22529,1.22456,1.22488,8885.8701
08.01.2021 13:00:00.000,1.22487,1.22848,1.22346,1.22717,20280.7305
08.01.2021 14:00:00.000,1.22713,1.22836,1.22436,1.22504,17686.6895
08.01.2021 15:00:00.000,1.22502,1.22583,1.22224,1.22552,20447.5195
08.01.2021 16:00:00.000,1.22553,1.22636,1.22369,1.22518,18552.1895
08.01.2021 17:00:00.000,1.22521,1.22534,1.22244,1.22291,9208.0996
08.01.2021 18:00:00.000,1.22291,1.22291,1.21932,1.21953,8307.9102
08.01.2021 19:00:00.000,1.21954,1.22178,1.21954,1.22150,6720.98
08.01.2021 20:00:00.000,1.22149,1.22268,1.22119,1.22265,3743.1899
08.01.2021 21:00:00.000,1.22263,1.22274,1.22170,1.22234,6093.5474
08.01.2021 22:00:00.000,1.22234,1.22234,1.22234,1.22234,0
08.01.2021 23:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 00:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 01:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 02:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 03:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 04:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 05:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 06:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 07:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 08:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 09:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 10:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 11:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 12:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 13:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 14:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 15:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 16:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 17:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 18:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 19:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 20:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 21:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 22:00:00.000,1.22234,1.22234,1.22234,1.22234,0
09.01.2021 23:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 00:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 01:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 02:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 03:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 04:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 05:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 06:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 07:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 08:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 09:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 10:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 11:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 12:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 13:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 14:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 15:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 16:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 17:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 18:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 19:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 20:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 21:00:00.000,1.22234,1.22234,1.22234,1.22234,0
10.01.2021 22:00:00.000,1.22209,1.22357,1.22151,1.22193,4475.6865
10.01.2021 23:00:00.000,1.22197,1.22211,1.21825,1.21872,6720.9048
11.01.2021 00:00:00.000,1.21871,1.21964,1.21815,1.21890,5367.8501
11.01.2021 01:00:00.000,1.21890,1.21911,1.21713,1.21781,6317.4302
11.01.2021 02:00:00.000,1.21780,1.21802,1.21672,1.21801,5211.1401
11.01.2021 03:00:00.000,1.21805,1.21807,1.21711,1.21736,4642.7598
11.01.2021 04:00:00.000,1.21736,1.21770,1.21669,1.21741,3601.51
11.01.2021 05:00:00.000,1.21741,1.21823,1.21703,1.21820,5934.7798
11.01.2021 06:00:00.000,1.21819,1.21909,1.21775,1.21903,6147.2598
11.01.2021 07:00:00.000,1.21899,1.21937,1.21771,1.21787,8556.9004
11.01.2021 08:00:00.000,1.21787,1.22000,1.21786,1.21905,13184.4297
11.01.2021 09:00:00.000,1.21905,1.21940,1.21602,1.21609,10108.5098
11.01.2021 10:00:00.000,1.21608,1.21676,1.21546,1.21673,7636.7402
11.01.2021 11:00:00.000,1.21674,1.21691,1.21586,1.21665,7376.3701
11.01.2021 12:00:00.000,1.21666,1.21722,1.21555,1.21660,8793.0498
11.01.2021 13:00:00.000,1.21661,1.21684,1.21396,1.21446,10772.4502
11.01.2021 14:00:00.000,1.21448,1.21582,1.21340,1.21377,18432.0098
11.01.2021 15:00:00.000,1.21376,1.21560,1.21324,1.21506,11910.2002
11.01.2021 16:00:00.000,1.21503,1.21719,1.21473,1.21690,10693.9102
11.01.2021 17:00:00.000,1.21690,1.21745,1.21660,1.21673,4873.9199
11.01.2021 18:00:00.000,1.21672,1.21719,1.21635,1.21657,4234.5601
11.01.2021 19:00:00.000,1.21659,1.21693,1.21613,1.21626,3615.8701
11.01.2021 20:00:00.000,1.21625,1.21654,1.21531,1.21537,4288.2002
11.01.2021 21:00:00.000,1.21538,1.21580,1.21490,1.21525,1559.6
11.01.2021 22:00:00.000,1.21527,1.21580,1.21500,1.21536,364.15
11.01.2021 23:00:00.000,1.21535,1.21617,1.21519,1.21610,2464.6001
12.01.2021 00:00:00.000,1.21611,1.21622,1.21515,1.21597,4034
12.01.2021 01:00:00.000,1.21596,1.21623,1.21407,1.21494,5624.7202
12.01.2021 02:00:00.000,1.21495,1.21496,1.21417,1.21443,4320.6802
12.01.2021 03:00:00.000,1.21445,1.21503,1.21427,1.21488,3025.8201
12.01.2021 04:00:00.000,1.21488,1.21488,1.21389,1.21431,2276.8799
12.01.2021 05:00:00.000,1.21430,1.21555,1.21403,1.21536,3440.6101
12.01.2021 06:00:00.000,1.21536,1.21617,1.21490,1.21612,4799.9502
12.01.2021 07:00:00.000,1.21610,1.21755,1.21556,1.21637,6920.27
12.01.2021 08:00:00.000,1.21636,1.21673,1.21507,1.21521,7702.48
12.01.2021 09:00:00.000,1.21520,1.21792,1.21505,1.21620,11513.5996
12.01.2021 10:00:00.000,1.21619,1.21669,1.21444,1.21455,8503.1396
12.01.2021 11:00:00.000,1.21456,1.21584,1.21408,1.21516,6019.7002
12.01.2021 12:00:00.000,1.21518,1.21600,1.21496,1.21554,8496.2803
12.01.2021 13:00:00.000,1.21553,1.21648,1.21406,1.21464,9922.3604
12.01.2021 14:00:00.000,1.21466,1.21589,1.21373,1.21515,13130.9199
12.01.2021 15:00:00.000,1.21511,1.21666,1.21492,1.21558,11258.0303
12.01.2021 16:00:00.000,1.21558,1.21685,1.21550,1.21683,8491.1602
12.01.2021 17:00:00.000,1.21682,1.21780,1.21627,1.21748,7065.9502
12.01.2021 18:00:00.000,1.21746,1.21932,1.21723,1.21873,7433.02
12.01.2021 19:00:00.000,1.21874,1.22070,1.21868,1.21999,6376.0898
12.01.2021 20:00:00.000,1.21999,1.22083,1.21982,1.22059,4806.415
12.01.2021 21:00:00.000,1.22061,1.22099,1.22026,1.22083,1936.8
12.01.2021 22:00:00.000,1.22092,1.22093,1.22019,1.22057,1570.36
12.01.2021 23:00:00.000,1.22057,1.22096,1.22020,1.22090,2140.6201
13.01.2021 00:00:00.000,1.22091,1.22163,1.22077,1.22082,4032.0701
13.01.2021 01:00:00.000,1.22083,1.22184,1.22052,1.22178,6770.9902
13.01.2021 02:00:00.000,1.22176,1.22194,1.22122,1.22129,3093.3401
13.01.2021 03:00:00.000,1.22131,1.22203,1.22130,1.22162,2916.3899
13.01.2021 04:00:00.000,1.22159,1.22159,1.22089,1.22090,2041.09
13.01.2021 05:00:00.000,1.22089,1.22143,1.22076,1.22093,3068.8301
13.01.2021 06:00:00.000,1.22092,1.22176,1.22082,1.22141,3634.8401
13.01.2021 07:00:00.000,1.22142,1.22230,1.22029,1.22032,6465.7998
13.01.2021 08:00:00.000,1.22034,1.22080,1.21858,1.21913,8779.7998
13.01.2021 09:00:00.000,1.21912,1.21929,1.21824,1.21896,8917.0098
13.01.2021 10:00:00.000,1.21900,1.21920,1.21727,1.21778,8149.8599
13.01.2021 11:00:00.000,1.21778,1.21789,1.21608,1.21631,8259.4297
13.01.2021 12:00:00.000,1.21629,1.21759,1.21629,1.21729,7174.4302
13.01.2021 13:00:00.000,1.21730,1.21788,1.21548,1.21615,11035.25
13.01.2021 14:00:00.000,1.21616,1.21751,1.21540,1.21642,14417.7695
13.01.2021 15:00:00.000,1.21642,1.21808,1.21574,1.21598,13027.3096
13.01.2021 16:00:00.000,1.21597,1.21658,1.21520,1.21580,9570.8701
13.01.2021 17:00:00.000,1.21582,1.21697,1.21401,1.21655,7871.0298
13.01.2021 18:00:00.000,1.21657,1.21750,1.21606,1.21615,5472.3198
13.01.2021 19:00:00.000,1.21616,1.21629,1.21528,1.21542,4390.23
13.01.2021 20:00:00.000,1.21541,1.21583,1.21485,1.21548,4131.3252
13.01.2021 21:00:00.000,1.21547,1.21588,1.21536,1.21582,1964.235
13.01.2021 22:00:00.000,1.21583,1.21639,1.21548,1.21571,2619.6982
13.01.2021 23:00:00.000,1.21572,1.21638,1.21552,1.21622,1390.88
14.01.2021 00:00:00.000,1.21622,1.21711,1.21603,1.21648,3828.01
14.01.2021 01:00:00.000,1.21647,1.21721,1.21640,1.21663,3435.4399
14.01.2021 02:00:00.000,1.21663,1.21693,1.21358,1.21524,8533.4297
14.01.2021 03:00:00.000,1.21525,1.21542,1.21391,1.21454,5228.2002
14.01.2021 04:00:00.000,1.21454,1.21506,1.21435,1.21501,4521.8799
14.01.2021 05:00:00.000,1.21501,1.21556,1.21454,1.21555,6505.8799
14.01.2021 06:00:00.000,1.21555,1.21555,1.21499,1.21503,4365.27
14.01.2021 07:00:00.000,1.21503,1.21508,1.21364,1.21434,9206.4902
14.01.2021 08:00:00.000,1.21434,1.21631,1.21414,1.21586,12579.3096
14.01.2021 09:00:00.000,1.21588,1.21676,1.21495,1.21666,8817.7598
14.01.2021 10:00:00.000,1.21664,1.21673,1.21570,1.21658,7238.8701
14.01.2021 11:00:00.000,1.21659,1.21666,1.21485,1.21518,6924.0298
14.01.2021 12:00:00.000,1.21518,1.21560,1.21252,1.21299,7603.4102
14.01.2021 13:00:00.000,1.21300,1.21325,1.21112,1.21201,15173.0898
14.01.2021 14:00:00.000,1.21201,1.21288,1.21142,1.21172,14332.0596
14.01.2021 15:00:00.000,1.21173,1.21395,1.21121,1.21357,12406.5098
14.01.2021 16:00:00.000,1.21358,1.21589,1.21326,1.21547,10313.3799
14.01.2021 17:00:00.000,1.21548,1.21787,1.21497,1.21657,7599.7598
14.01.2021 18:00:00.000,1.21659,1.21776,1.21504,1.21509,10121.96
14.01.2021 19:00:00.000,1.21510,1.21581,1.21468,1.21554,5953.1699
14.01.2021 20:00:00.000,1.21554,1.21655,1.21551,1.21643,5072.8052
14.01.2021 21:00:00.000,1.21644,1.21648,1.21533,1.21577,2290.05
14.01.2021 22:00:00.000,1.21578,1.21578,1.21526,1.21526,713.9575
14.01.2021 23:00:00.000,1.21526,1.21572,1.21504,1.21510,1948.9399
15.01.2021 00:00:00.000,1.21510,1.21628,1.21509,1.21545,4077.29
15.01.2021 01:00:00.000,1.21546,1.21577,1.21489,1.21510,4047.8201
15.01.2021 02:00:00.000,1.21511,1.21519,1.21435,1.21519,3017.1201
15.01.2021 03:00:00.000,1.21518,1.21549,1.21496,1.21496,2893.49
15.01.2021 04:00:00.000,1.21496,1.21513,1.21436,1.21472,2962.3
15.01.2021 05:00:00.000,1.21471,1.21472,1.21355,1.21401,3533.47
15.01.2021 06:00:00.000,1.21400,1.21443,1.21341,1.21379,4687.3701
15.01.2021 07:00:00.000,1.21377,1.21470,1.21347,1.21353,7118.5098
15.01.2021 08:00:00.000,1.21352,1.21414,1.21180,1.21314,10760.9199
15.01.2021 09:00:00.000,1.21311,1.21419,1.21283,1.21392,7453.27
15.01.2021 10:00:00.000,1.21392,1.21446,1.21270,1.21319,7970.5498
15.01.2021 11:00:00.000,1.21319,1.21372,1.21223,1.21234,6857.4302
15.01.2021 12:00:00.000,1.21235,1.21255,1.21156,1.21218,9933.3799
15.01.2021 13:00:00.000,1.21215,1.21332,1.21141,1.21161,11263.7998
15.01.2021 14:00:00.000,1.21162,1.21181,1.20940,1.20977,16520.3809
15.01.2021 15:00:00.000,1.20976,1.21023,1.20818,1.20934,15874.8896
15.01.2021 16:00:00.000,1.20935,1.21006,1.20877,1.20979,11166.71
